certified_api_developer_name,list_source,output_directory
TronsHealth LLC,https://fhir.tronshealth.com/fhir/R4/Endpoint,../npd_ehr_scrape_cache/cehrt_fhir_json/tronshealth_llc_bbe02df93e7a8a484969b122b79672ad
ASP.MD Inc.,https://fhirapi.asp.md:3030/aspmd/fhirserver/endpoints.asp,../npd_ehr_scrape_cache/cehrt_fhir_json/asp_md_inc_9df16d11b49c5b90c112da2a2e42bf30
"EndoSoft, LLC",https://fhirapi.endosoft.com/apiendpoints.json,../npd_ehr_scrape_cache/cehrt_fhir_json/endosoft_llc_aa4fb29e05337ad0d37787c345717b2d
InteliChart LLC,https://fhirapi.intelichart.com/servicebaseurls,../npd_ehr_scrape_cache/cehrt_fhir_json/intelichart_llc_477dc646a4c3c5c7926eb56fd8198f9d
Medcare MSO,https://fhirapi.medcaremso.com/api/R4/BaseUrls,../npd_ehr_scrape_cache/cehrt_fhir_json/medcare_mso_4d1cd1f783e3a0a69a74acc036ed7305
"CloudCraft, LLC",https://fhirapi.naiacorp.net/fhir/r4/endpoints,../npd_ehr_scrape_cache/cehrt_fhir_json/cloudcraft_llc_2c802de9c62a23436e42dee1c9c5c11d
eMedPractice LLC,https://fhirbackup.emedpractice.com:8443/emedicalpracticebundle.json,../npd_ehr_scrape_cache/cehrt_fhir_json/emedpractice_llc_cf9ccf01f01bc74049d23a67166b0123
"CureMD.com, Inc.",https://fhirendpoint.curemd.net/fhir/DEFAULT/Bundle/ServiceBaseURLs,../npd_ehr_scrape_cache/cehrt_fhir_json/curemd_com_inc_3e771a3e2122c9fa913e71a26259cca2
"DSS, Inc.",https://fhirjuno-prod-web.dssinc.com/fhir/r4/endpoints,../npd_ehr_scrape_cache/cehrt_fhir_json/dss_inc_b8e017f5c69fc0699a67cd6787d3f2e7
"Medicus Clinical, LLC",https://fhirpresentation.assertus.com/fhir/r4/endpoints,../npd_ehr_scrape_cache/cehrt_fhir_json/medicus_clinical_llc_79250a5cc11c5972d9c02f7a586ec10b
"Prime Clinical Systems, Inc.",https://fhirpresentation.pcsdataxchg.com/fhir/r4/endpoints,../npd_ehr_scrape_cache/cehrt_fhir_json/prime_clinical_systems_inc_60c457a1618b13142a46934c76144bf0
Axxess,https://fhirpresentationdev.axxessweb.com/fhir/r4/endpoints,../npd_ehr_scrape_cache/cehrt_fhir_json/axxess_4deb3f42dd83fc5926ac754e65438d5d
"Office Ally, LLC",https://fhirpt.officeally.com/fhir/r4/endpoints,../npd_ehr_scrape_cache/cehrt_fhir_json/office_ally_llc_884863cafbe032df883ad0cab7f37f17
OmniMD Inc.,https://fhirregistration.omnimd.com/assets/json/user-access-brands-endpoint-bundle.json,../npd_ehr_scrape_cache/cehrt_fhir_json/omnimd_inc_925c7fc1b4c1c165e0e0adb3c396a0b6
Bizmatics Inc.,https://fhirurls.prognocis.com/fhirurlpublication/api/endpoint,../npd_ehr_scrape_cache/cehrt_fhir_json/bizmatics_inc_16a5fce9a1d7b213723a44f0c7a4e0e8
Helixbeat,https://fusion.helixbeat.com/fhir/R4/,../npd_ehr_scrape_cache/cehrt_fhir_json/helixbeat_f2e0f49128ca20f398c0ab1275224832
McKesson Specialty Health Technology Products LLC (Ontada),https://g2fhir-int.mckesson.com/xfhir/Endpoint,../npd_ehr_scrape_cache/cehrt_fhir_json/mckesson_specialty_health_technology_products_llc_ontada_9fc33bec8fc98400ba25f59e4342a0ae
"Health Care Systems, Inc.",https://hcswebportal.corporate.hcsinc.net/HCSClinicals_FHIR/api/Endpoint?connection-type=hl7-fhir-rest,../npd_ehr_scrape_cache/cehrt_fhir_json/health_care_systems_inc_7876b899acb18b90386108892d680dd3
"ReLi Med Solutions, LLC",https://help.relimedsolutions.com/fhir/r4-endpoint-bundle.json,../npd_ehr_scrape_cache/cehrt_fhir_json/reli_med_solutions_llc_f2f557d89af5bf2947432f51d8a865e8
"Infinx Solutions, LLC",https://icom.imedemr.com/icom50/html/emr/mvc/pages/fhir_bundle/index.php,../npd_ehr_scrape_cache/cehrt_fhir_json/infinx_solutions_llc_1f4180b5ec55bdea324f99c1e4b8d98c
Indian Health Service,https://ihs4dhapim.ihs.gov/base-url/base-url,../npd_ehr_scrape_cache/cehrt_fhir_json/indian_health_service_bd021e6fcfa80410228633c73fbc9fbf
InPracSys,https://inpracsys.com/wp-content/uploads/2024/12/FhirServiceBaseBundleV10.json,../npd_ehr_scrape_cache/cehrt_fhir_json/inpracsys_f36f50efb8ed4b3570e6c1df2ead091b
"EHNOTE,INC",https://interop.ehnote.com/fhir/servicebaseurl.json,../npd_ehr_scrape_cache/cehrt_fhir_json/ehnote_inc_3b88f0d9fbde66478d7d7f7fc538ad57
Unknown,https://interoperability.hcsc.com/s/provider-directory-api,../npd_ehr_scrape_cache/cehrt_fhir_json/unknown_038f5af6618b2cdc4786fddd302e50c4
MedPharm Services LLC,https://irp.cdn-website.com/b9c8e2cb/files/uploaded/fhir-endpoints-79e491b6.json,../npd_ehr_scrape_cache/cehrt_fhir_json/medpharm_services_llc_c32eabae90c34b3199f9cb93c3a23539
iSALUS Healthcare,https://isalus-fhirpresentation.everhealthsoftware.com/fhir/r4/endpoints,../npd_ehr_scrape_cache/cehrt_fhir_json/isalus_healthcare_eeced4c59e36af2952efa489ce8f30a3
Vision Infonet Inc,https://mdcare.com/resources/API.json,../npd_ehr_scrape_cache/cehrt_fhir_json/vision_infonet_inc_a631a734d53e5e01fd5be7751ab6a029
"TechSoft, Inc.",https://mdrfhirapi.mdronline.net/files/ServiceURL.json,../npd_ehr_scrape_cache/cehrt_fhir_json/techsoft_inc_cc4657fdcc2753e290338a255aeb418d
"MicroMD, LLC",https://micromd.dynamicfhir.com/fhir/r4/endpoints,../npd_ehr_scrape_cache/cehrt_fhir_json/micromd_llc_b5968c3ee2cd015034119ca62d34ef13
Medical Informatics Engineering,https://mie.webchartnow.com/?f=layoutnouser&name=FHIR-EndPoints&json,../npd_ehr_scrape_cache/cehrt_fhir_json/medical_informatics_engineering_912c1a95d9efdb43ad333156c8e857f9
ModuleMD,https://mmdpcf.modulemd.com/cf.fhir.r4/ServiceBaseURL.json,../npd_ehr_scrape_cache/cehrt_fhir_json/modulemd_5828bf2c1c2d55b9a843036ec57f2324
"MD Charts, LLC",https://mraemr.com/images/ValidURLs.json,../npd_ehr_scrape_cache/cehrt_fhir_json/md_charts_llc_f25672b4c8bf9f09ca9e983b75b1cbb2
"athenahealth, Inc.",https://mydata.athenahealth.com/static/servicebaseurls.json,../npd_ehr_scrape_cache/cehrt_fhir_json/athenahealth_inc_f1b780522ffbe342f269535c880f2840
"Astronaut, LLC",https://oauth.astronautehr.com/SmartOnFHIR/ValidURLs.json,../npd_ehr_scrape_cache/cehrt_fhir_json/astronaut_llc_ebb6a96032e7453bce687c328323f021
"Abeo Solutions, Inc",https://oauth.crystalpm.net/SmartOnFHIR/ValidURLs.json,../npd_ehr_scrape_cache/cehrt_fhir_json/abeo_solutions_inc_87133ed24a4073af176beaf74cd27a1e
AssureCare LLC,https://oauth.ipatientcare.net/api/FHIREndpoint,../npd_ehr_scrape_cache/cehrt_fhir_json/assurecare_llc_046465ff3cab031fe6b3f9b4cfced136
"MicroFour, Inc.",https://oauth.patientwebportal.com/Fhir/DownloadBundle,../npd_ehr_scrape_cache/cehrt_fhir_json/microfour_inc_514680485994cc6cb14fc37849b7c174
"PracticeSuite, Inc.",https://oauth.practicesuite.com/SmartOnFHIR/ValidURLs.json,../npd_ehr_scrape_cache/cehrt_fhir_json/practicesuite_inc_4550754f178e26271eb294a801e1578e
"SMARTMD Technologies, Inc.",https://oauth.smartmd.com/SmartOnFHIR/ValidURLs.json,../npd_ehr_scrape_cache/cehrt_fhir_json/smartmd_technologies_inc_6168425487099b10bf5a266ea625e6bb
"WEBeDoctor, Inc.",https://oauth.webedoctor.com:9445/SmartOnFHIR/validurls.json,../npd_ehr_scrape_cache/cehrt_fhir_json/webedoctor_inc_7de0125b8b367c0084351e846798cc6d
"Objective Medical Systems, LLC",https://objectivemedicalsystems.com/wp-content/uploads/2025/01/fhir-endpoints-g-10-bundle-2.json,../npd_ehr_scrape_cache/cehrt_fhir_json/objective_medical_systems_llc_724e7c2df3561e8d0db79d06d51fa026
"OT EMR, Inc.",https://onetouchemr.com/ServiceBaseURLS.json,../npd_ehr_scrape_cache/cehrt_fhir_json/ot_emr_inc_6d17500e6969ea5c7442307ba62b0a12
"CliniComp, Intl.",https://open-api.clinicomp.com:8445/fhir/Organization?_include=Organization:endpoint,../npd_ehr_scrape_cache/cehrt_fhir_json/clinicomp_intl_4c79a6a1e7298d5d7903ad635690e8a1
Altera Digital Health Inc.,https://open.allscripts.com/fhirendpoints/download/R4?endpointFilter=Patient,../npd_ehr_scrape_cache/cehrt_fhir_json/altera_digital_health_inc_c989ef563bc8b01852d0e14771712398
Epic Systems Corporation,https://open.epic.com/Endpoints/Brands,../npd_ehr_scrape_cache/cehrt_fhir_json/epic_systems_corporation_2468aac39569c35f5a9ddcd6b71f7b86
Veradigm,https://open.platform.veradigm.com/fhirendpoints/download/R4?endpointFilter=Patient,../npd_ehr_scrape_cache/cehrt_fhir_json/veradigm_970f3987925534e04c03216e9ff85f5a
"CareEvolution, Inc.",https://patient360.anthem.com/P360Member/fhir,../npd_ehr_scrape_cache/cehrt_fhir_json/careevolution_inc_f7aa77b353a39427f1b6f6430268febf
"StreamlineMD, LLC",https://patientportal.streamlinemd.com/FHIRReg/Servicebaseurl.json,../npd_ehr_scrape_cache/cehrt_fhir_json/streamlinemd_llc_6d0e679023eb5b607c627d3a8c05459e
Doc-tor.com,https://pic-fhir.harrisambulatory.com/endpoints/r4,../npd_ehr_scrape_cache/cehrt_fhir_json/doc_tor_com_b68b4c28f29e2e96a4d736097bb2f78c
BroadStreet Health LLC,https://portal.broadstreetcare.com/api/fhir/service-base,../npd_ehr_scrape_cache/cehrt_fhir_json/broadstreet_health_llc_437e96dbe9e2f4de3bea44b99304788f
"Lille Group, Inc.",https://portal.escribe.com/ehr/api/endpoint-and-organizations-bundle,../npd_ehr_scrape_cache/cehrt_fhir_json/lille_group_inc_59e5a926895bb2bad92c2cdc425a3966
"ezCaretech Co., Ltd.",https://portal.ezcaretech.com:30112/fhir/baseUrls.json,../npd_ehr_scrape_cache/cehrt_fhir_json/ezcaretech_co_ltd_79b955557c8d9821f8d0117a47d82b11
"Integra Connect Newco, LLC",https://portal.minerva.integracloud.com/minerva/fhir/r4/us-core/bundle,../npd_ehr_scrape_cache/cehrt_fhir_json/integra_connect_newco_llc_2da7407c17cf7fde3d748845d1a3ac55
"Health Systems Technology, Inc.",https://portal.viewmymed.com/fhir/Endpoint,../npd_ehr_scrape_cache/cehrt_fhir_json/health_systems_technology_inc_2ade45c1f52b12c19a0a24948e4dd203
"Medi-EHR, LLC",https://proda.mediemr.net:8443/pls/htmldb/MEDIDATA.GEN_FHIR_JSON_FOR_ALL_OFFICES,../npd_ehr_scrape_cache/cehrt_fhir_json/medi_ehr_llc_3b720e4da641fdeff769cf8a307dfa36
agilon health inc.,https://product.mphrx.com/minerva/fhir/r4/bundle,../npd_ehr_scrape_cache/cehrt_fhir_json/agilon_health_inc_0c5685e048767b02cee715400ef800a6
"myhELO, Inc.",https://provider.myhelo.com/fhir/base,../npd_ehr_scrape_cache/cehrt_fhir_json/myhelo_inc_802873a6d332e780c07a692713ff2a15
AdvancedMD,https://providerapi.advancedmd.com/v1/r4/endpoints,../npd_ehr_scrape_cache/cehrt_fhir_json/advancedmd_e00d17d2867b01b204becffa2224ee67
"Modernizing Medicine Gastroenterology, LLC",https://public-api.gastro.prod.fhir.ema-api.com/public/fhir/r4/Endpoint?_include=Endpoint:managingOrganization&connection-type=hl7-fhir-rest,../npd_ehr_scrape_cache/cehrt_fhir_json/modernizing_medicine_gastroenterology_llc_c2038246c152231b4dc272321122c272
"Eyefinity, Inc.",https://public-api.mmi.prod.fhir.ema-api.com/public/fhir/r4/Endpoint?_include=Endpoint:managingOrganization&connection-type=hl7-fhir-rest,../npd_ehr_scrape_cache/cehrt_fhir_json/eyefinity_inc_7f49a3ffd9754854012a649ba6df4325
MassLight,https://public-files.oystehr.com/endpoint.json,../npd_ehr_scrape_cache/cehrt_fhir_json/masslight_b68c23892c80e68e9b1842f237f05afc
"Pulse Systems, Inc",https://pul-fhir.harrisambulatory.com/endpoints/r4,../npd_ehr_scrape_cache/cehrt_fhir_json/pulse_systems_inc_31f6ddf90042e88d30fc2252807b8221
"US Monitoring, Inc.",https://qaoauth.usmon.com/SmartOnFHIR/ValidURLs.json,../npd_ehr_scrape_cache/cehrt_fhir_json/us_monitoring_inc_d75e6c341117b5972d941f3b71378082
Oracle Health,https://raw.githubusercontent.com/oracle-samples/ignite-endpoints/refs/heads/main/oracle_health_fhir_endpoints/millennium_patient_r4_endpoints.json,../npd_ehr_scrape_cache/cehrt_fhir_json/oracle_health_11651ae92c7a7a69372bcfcffa2fe405
Oracle Health,https://raw.githubusercontent.com/oracle-samples/ignite-endpoints/refs/heads/main/oracle_health_fhir_endpoints/soarian_patient_r4_endpoints.json,../npd_ehr_scrape_cache/cehrt_fhir_json/oracle_health_c44b48f8932b5c56d57a663f20502413
"Qualifacts Systems, LLC",https://resources.insynchcs.com/docrepos/InSyncDocs/insync-fhir-org-list.json,../npd_ehr_scrape_cache/cehrt_fhir_json/qualifacts_systems_llc_e48f7721fc82b06602d9c527f3ab8809
"Health Innovation Technologies, Inc.",https://revolutionehr.dynamicfhir.com/fhir/r4/endpoints,../npd_ehr_scrape_cache/cehrt_fhir_json/health_innovation_technologies_inc_91b187f1ce313602e64a50363932549e
"Royal Health, Inc.",https://royalsolutionsgroup.com/web/company/cert/FHIRBundleEndpoint.json,../npd_ehr_scrape_cache/cehrt_fhir_json/royal_health_inc_59a05d37380f77cb98152e2495dd5fb1
"Practice Alternatives, Inc.",https://sandbox.pai.healthcare/preview/fhir/servicebaseurls,../npd_ehr_scrape_cache/cehrt_fhir_json/practice_alternatives_inc_8f1eb163b123955922a658581843f16e
"athenahealth, Inc.",https://service-base-urls.api.fhir.athena.io/athena-fhir-service-base-urls.json,../npd_ehr_scrape_cache/cehrt_fhir_json/athenahealth_inc_53f1f907e6919c0dd81ced0591b93f43
ezEMRx Inc,https://services.ezemrx.com/ezEMRx/fhir/ezemrxBundleValid.json,../npd_ehr_scrape_cache/cehrt_fhir_json/ezemrx_inc_365eacfb1d24738bb7c7b9d52988f115
NextGen Healthcare,https://services.fhir.nextgen.com/FhirServiceBaseBundle-R4,../npd_ehr_scrape_cache/cehrt_fhir_json/nextgen_healthcare_6c0ed0029de00be6c432e58d522e3554
Net Health,https://sfp-fhirprod.azurewebsites.net/fhir/endpoints.json,../npd_ehr_scrape_cache/cehrt_fhir_json/net_health_6967c008c3e8b0cc7002d983143cc49a
"Healogics, Inc.",https://sfp-proxy9794.azurewebsites.net/fhir/base-url,../npd_ehr_scrape_cache/cehrt_fhir_json/healogics_inc_31cba895a17a19d520c63085c70e4186
"iCare.com, Inc.",https://shadow.icaresite.com/endpoints/service-base-urls.json,../npd_ehr_scrape_cache/cehrt_fhir_json/icare_com_inc_f313b4406b60534ddb2a0e5f84a79903
"Health Samurai, Inc.",https://smartbox.aidbox.app/service-base-urls,../npd_ehr_scrape_cache/cehrt_fhir_json/health_samurai_inc_34a1e14c7cb0761ae8d579290db70f56
"EyeMD EMR Healthcare Systems, Inc.",https://smartonfhir.myeyecarerecords.com/fhir/Organization?_include=Organization:endpoint&type=prov&_format=application/fhir+json,../npd_ehr_scrape_cache/cehrt_fhir_json/eyemd_emr_healthcare_systems_inc_dbb2c800b0c9f414238366c576603535
"NovoMedici, LLC",https://smartserver.novoclinical.com/.well-known/bundle,../npd_ehr_scrape_cache/cehrt_fhir_json/novomedici_llc_69f66e319272c35d08be5695872e48ed
Smile CDR Inc. (doing business as Smile Digital Health),https://smilecdr.com/docs/javascript_execution_environment/fhir_rest.html,../npd_ehr_scrape_cache/cehrt_fhir_json/smile_cdr_inc_doing_business_as_smile_digital_health_15d7d2af5a7a1ca0aaa74196fad7824c
Glenwood Systems LLC,https://static.glaceemr.com/endpoints/urls.json,../npd_ehr_scrape_cache/cehrt_fhir_json/glenwood_systems_llc_013bf8769057370ea8b1f06eefc33bb5
Tenzing Medical LLC,https://tenzing.api.prod.bridgepatientportal.com/fhir/r4/service-base-url,../npd_ehr_scrape_cache/cehrt_fhir_json/tenzing_medical_llc_97c2c7bbb0aaacdcad3d54cdc6b4234c
"Strateq Health, Inc.",https://testauth.strateqhealth.com/SmartOnFHIR/ValidURLs.json,../npd_ehr_scrape_cache/cehrt_fhir_json/strateq_health_inc_67e7cd30a6c1b6ba6f23ee00a7ff0dfc
"Theoria Medical, PLLC",https://theoriamedical-api.charteasy.com/fhir/Theoria_ServiceBaseUrlBundle.json,../npd_ehr_scrape_cache/cehrt_fhir_json/theoria_medical_pllc_2e4574957a20f36e8ba42558e6d88f74
Avon Health,https://trial.avonhealth.com/fhir/.well-known/service-base-url,../npd_ehr_scrape_cache/cehrt_fhir_json/avon_health_7dea953ca318857d4a35319758ff8387
Varian Medical Systems,https://varian.dynamicfhir.com/fhir/r4/endpoints,../npd_ehr_scrape_cache/cehrt_fhir_json/varian_medical_systems_fe4a364477dca33cd3e28929702a7bba
VersaSuite,https://versasuite.com/VersaSuite_Drumond_Inferno_Endpoint.json,../npd_ehr_scrape_cache/cehrt_fhir_json/versasuite_d350960bba8804f8a0577ee93665e8d3
Magilen Enterprises Inc,https://wc.praxisclouds.net/Erika/api/v1/.servicebase/bundle,../npd_ehr_scrape_cache/cehrt_fhir_json/magilen_enterprises_inc_bff5d19a4648e4fe82791db6e1616d34
"Agastha, Inc.",https://www.agastha.com/FHIRServiceBaseURLBundle.json,../npd_ehr_scrape_cache/cehrt_fhir_json/agastha_inc_4862c4d21b8eef0e4d5753d395a7fdb5
Braintree Health,https://www.braintreehealth.com/wp-content/uploads/2024/12/mu-fhir.json,../npd_ehr_scrape_cache/cehrt_fhir_json/braintree_health_1dfe916cd12ba20816fbaaec5f025002
MedicalMine Inc.,https://www.charmhealth.com/resources/fhir/baseurls.json,../npd_ehr_scrape_cache/cehrt_fhir_json/medicalmine_inc_0b83e8a0ee3eb75b18267cc2ad8ce5fd
"CitiusTech, Inc.",https://www.citiustech.com/hubfs/assets/pdfs/connect_endpoint_json.json,../npd_ehr_scrape_cache/cehrt_fhir_json/citiustech_inc_dddab3b714c651b71131540f5d1afbaf
Cyfluent,https://www.cyfluentphr.com/fhirapi/service-base-url,../npd_ehr_scrape_cache/cehrt_fhir_json/cyfluent_2215746cbe645d2173db0dbf5abfaf55
eDerm Systems LLC,https://www.edermehr.com/sites/default/files/ValidURLs.json,../npd_ehr_scrape_cache/cehrt_fhir_json/ederm_systems_llc_196bf4817fc43e153211dc7a2292d532
eHana,https://www.ehana.com/kapu/fhir-server/ValidURLs.json,../npd_ehr_scrape_cache/cehrt_fhir_json/ehana_194cfbb901577e35fca7d9e94e33ebe0
Kanrad Technologies Inc,https://www.kantime.com/wp-content/uploads/2024/12/fhir-base-urls.json,../npd_ehr_scrape_cache/cehrt_fhir_json/kanrad_technologies_inc_8b476fb3010d86b63918a72dead0a6e2
"MDFlow EHR, LLC DBA: MDFlow Systems",https://www.mdflow.com/www/pdf%20files/ValidURLs.json,../npd_ehr_scrape_cache/cehrt_fhir_json/mdflow_ehr_llc_dba_mdflow_systems_7c027e9320a3c807bcf59d982d96bac9
"MD Logic, Inc.",https://www.mdlogiccloud.com/api/fhir/endpoints,../npd_ehr_scrape_cache/cehrt_fhir_json/md_logic_inc_2915c10b9f05b061a37a407395601abc
MedOne Healthcare Partners,https://www.medonehp.com/fhir/ValidURLs.json,../npd_ehr_scrape_cache/cehrt_fhir_json/medone_healthcare_partners_7bde0c93dd5096f46a2352cad0fd1e4d
Medplum,https://www.medplum.com/onc/base.json,../npd_ehr_scrape_cache/cehrt_fhir_json/medplum_2900ab554880fa664ab079f431c6e156
Nextech,https://www.nextech.com/hubfs/ICP_R4.json,../npd_ehr_scrape_cache/cehrt_fhir_json/nextech_6f6c1b8e6859d67d4dc22f1d73bab4da
Nextech,https://www.nextech.com/hubfs/NexCloud_R4.json,../npd_ehr_scrape_cache/cehrt_fhir_json/nextech_f46efa02c6cbb395f24e1dde45a736b8
PCE Systems,https://www.pcesystems.com/api_list.json,../npd_ehr_scrape_cache/cehrt_fhir_json/pce_systems_fd00d1a3b1e923c5cafc5aefa8ab4639
Practice Fusion,https://www.practicefusion.com/assets/static_files/ServiceBaseURLs.json,../npd_ehr_scrape_cache/cehrt_fhir_json/practice_fusion_57ea22cab5a5562c8c08df33bf9870ed
"Health Care 2000, Inc.",https://www.provider.care/FHIR/MDVitaFHIRUrls.json,../npd_ehr_scrape_cache/cehrt_fhir_json/health_care_2000_inc_cd3d9d8ef1bbdb36fefb6c1eda66f4e5
Inmediata Health Group LLC,https://www.secureemrplus.com/fhirurlpublication/api/endpoint,../npd_ehr_scrape_cache/cehrt_fhir_json/inmediata_health_group_llc_eb74af812f0869531e6cfa25f5e77f6b
Systemedx Inc,https://www.systemedx.com/API/endpoint.json,../npd_ehr_scrape_cache/cehrt_fhir_json/systemedx_inc_106578b04bf86dc308e2c3b6bd34d16c
Unknown,https://www.uhc.com/legal/interoperability-apis,../npd_ehr_scrape_cache/cehrt_fhir_json/unknown_ccaefb9dcfd52240ead37bfdaa6589e9
Metasolutions Inc,https://www.zoommd.com/Fhir-r4-Endpoints.json,../npd_ehr_scrape_cache/cehrt_fhir_json/metasolutions_inc_2b086a9f867e323d57a6206d92900927
